Protein	Host.TaxonID..Viral.ClusterID..Interaction.ID
P18014	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P18158	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P18159	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P18185	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19050	
P19125	
P19372	
P19405	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19406	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19466	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19569	
P19582	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19669	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19931	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P19934	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P19947	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P19993	
P20099	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P20166	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20277	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20282	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20458	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20668	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20804	
P20964	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P20966	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21165	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21171	169963,,7474,,5451;;169963,,4649,,3318
P21177	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21189	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21204	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21464	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21465	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21467	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21468	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21469	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21470	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21471	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21472	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21473	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21474	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21476	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21478	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21513	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21599	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21697	
P21866	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21873	
P21879	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21880	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21882	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21883	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21885	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P21888	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P21889	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P22034	
P22106	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P22255	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P22259	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P22326	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P22447	
P22795	273057,,26681,,1647;;273057,,26413,,3793
P23112	
P23129	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P23349	
P23353	
P23388	
P23479	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P23522	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23530	226185,,13575,,12416;;226185,,11113,,9373;;226185,,5324,,3725
P23532	1360,,19826,,23922;;1360,,18488,,20964;;1360,,18401,,20761;;1360,,17522,,18793;;1360,,17187,,18113;;1360,,12032,,10390;;1360,,11804,,10095;;1360,,11601,,9850;;1360,,9047,,7027;;1360,,9046,,7026
P23534	1281,,8081,,6028;;1281,,7788,,5750
P23538	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23545	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P23568	
P23721	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23747	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P23789	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P23836	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23843	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23874	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23893	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P23926	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P23966	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P23971	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P24073	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P24141	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P24182	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P24188	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P24205	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P24366	1304,,24450,,11190;;1304,,20972,,26302;;1304,,9817,,7881;;1304,,4126,,2907
P24400	1582,,25136,,8286;;1582,,25130,,5812
P24602	
P25144	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P25151	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P25177	
P25499	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P25519	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P25524	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P25665	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P25906	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P25924	99287,,14089,,12955;;99287,,12808,,11375;;99287,,4371,,3111;;99287,,4058,,2841;;99287,,3104,,2096;;99287,,2023,,1300;;99287,,1373,,856
P25953	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P25993	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P25994	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26275	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P26276	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P26290	
P26292	
P26379	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26380	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26408	
P26480	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P26497	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26527	
P26777	1402,,21814,,28585;;1402,,21383,,27447;;1402,,9613,,7662;;1402,,9243,,7232;;1402,,8307,,6258;;1402,,8303,,6249;;1402,,8176,,6142;;1402,,7919,,5835;;1402,,3643,,2479
P26811	273057,,26681,,1647;;273057,,26413,,3793
P26899	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26900	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26901	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P26907	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P27179	
P27180	
P27181	
P27206	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P27240	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P27278	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P27340	
P27341	
P27414	
P27434	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P27550	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P27724	
P27830	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P27876	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P27902	100226,,26411,,3393;;100226,,26409,,3231
P27951	1311,,17621,,19020;;1311,,11871,,10178;;1311,,10448,,8685;;1311,,10112,,8238;;1311,,10065,,8178;;1311,,9673,,7725;;1311,,9592,,7641;;1311,,8955,,6920;;1311,,8262,,6215;;1311,,8159,,6121
P28008	1281,,8081,,6028;;1281,,7788,,5750
P28015	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28056	
P28367	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28368	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28371	
P28598	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28599	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28619	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P28764	169963,,7474,,5451;;169963,,4649,,3318
P28904	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P29107	
P29141	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P29254	
P29255	
P29256	
P29726	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P29727	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P30011	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30125	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30177	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30717	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P30721	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P30843	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30845	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30859	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30870	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30871	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P30949	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P30950	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P31103	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P31104	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P31112	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P31114	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P31120	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31130	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31142	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31572	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31658	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31663	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31808	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P31966	
P31973	
P31979	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32132	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32177	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32397	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P32422	
P32670	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32680	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32690	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P32727	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P33166	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P33195	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P33197	
P33228	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P33271	405948,,19554,,23338
P33361	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P33379	169963,,7474,,5451;;169963,,4649,,3318
P33380	169963,,7474,,5451;;169963,,4649,,3318
P33595	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P33698	
P33919	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P35024	
P35136	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P35163	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P35340	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P35469	
P35838	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P36265	
P36430	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P36556	99287,,14089,,12955;;99287,,12808,,11375;;99287,,4371,,3111;;99287,,4058,,2841;;99287,,3104,,2096;;99287,,2023,,1300;;99287,,1373,,856
P36672	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P36683	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P36938	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P36945	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P36947	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37095	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37101	
P37146	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37177	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37182	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37188	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37194	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37251	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37253	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37277	
P37282	272623,,25156,,23886;;272623,,25155,,23534;;272623,,25146,,14375;;272623,,21019,,26431;;272623,,18115,,20063;;272623,,18052,,19948;;272623,,13415,,12191;;272623,,8129,,6091;;272623,,3280,,2185;;272623,,1367,,852
P37330	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37349	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37437	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37455	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37464	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
