Protein	Host.TaxonID..Viral.ClusterID..Interaction.ID
P0A6F8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6F9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6G1	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6G2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6G3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6G9	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6H1	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6H4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6H5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6H6	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6H7	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6I0	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6J5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6K6	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6L0	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6M8	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6N0	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6N3	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6N4	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6N6	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6N7	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6N8	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6P1	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6P3	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6P5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6P7	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6P9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6Q1	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6Q2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6Q3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6T1	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6T2	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6T3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6T5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6T8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6T9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6U2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6V3	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6V4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A6V5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6W7	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6W9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6X3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6X7	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6Y1	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6Y3	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6Y8	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6Z0	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6Z3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A6Z5	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A6Z9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A705	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A706	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A707	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A709	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A717	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A719	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A722	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A734	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A745	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A746	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A759	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A761	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A763	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A764	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A769	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A771	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A783	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A796	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A797	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A799	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7A9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7B0	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7B5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7C6	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7C7	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7D4	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7D9	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7E5	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7E8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7F3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7F8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7G2	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7G6	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7G8	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7G9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7I0	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7I3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7I4	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7I9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7J3	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7K2	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7K6	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7K9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P0A7L0	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7L5	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7L8	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7M2	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7M6	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7M9	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P0A7N0	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P0A7N1	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
